Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Brand Button Url (product.metafields.custom.brand_button_url),Brand Description (product.metafields.custom.brand_description),Brand Heading (product.metafields.custom.brand_heading),How to use (product.metafields.custom.how_to_use),Ingredients (product.metafields.custom.ingredients),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Product rating count (product.metafields.reviews.rating_count),Age restrictions (product.metafields.shopify.age-restrictions),Event type (product.metafields.shopify.event-type),Hair care finish (product.metafields.shopify.hair-care-finish),Hair care items included (product.metafields.shopify.hair-care-items-included),Hair type (product.metafields.shopify.hair-type),Hold level (product.metafields.shopify.hold-level),Product form (product.metafields.shopify.product-form),Target gender (product.metafields.shopify.target-gender),Ticket type (product.metafields.shopify.ticket-type),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
remsco-creations-beauty-sponge,Remsco Creations Beauty Sponge,"<p>Designed by award winning MUA - Remsco. A high quality, extremely soft, latex-free foam based beauty sponge. Provides easy and flawless product application for both liquid and powder based products. Designed to avoid excessive product abosportion found with other beauty product applicators, leaving you with great coverage without wasting product. Don't miss out on such a great value!</p>",Remsco,,Tools & Accessories,"Beauty, Beauty Sponge, Latex Free, Make-up, MUA, Remsco, Tools",false,Size,One size,,Colour,Black,,,,,"",0.0,shopify,deny,manual,40.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0504/5187/3989/products/RemscoBeautySponge.jpg?v=1603037458,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,draft
remsco-creations-beauty-sponge,,,,,,,,,One size,,,Maroon,,,,,"",0.0,shopify,deny,manual,40.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,
remsco-creations-beauty-sponge,,,,,,,,,One size,,,Coffee,,,,,"",0.0,shopify,deny,manual,40.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,
design-essentials-curl-enhancing-mousse,Design Essentials Curl Enhancing Mousse,"<p>Design Essentials Natural Almond &amp; Avocado Curl Enhancing Mousse Is A Must-Have For All Curl Types. This Lightweight Non-Greasy Mousse Formula Dries Quickly So You Can Say Bye To Frizz And Hello To A Stye With Beautiful Sheen. Make those curls POP in an instant!</p><br>
<p>This is a lightweight foam that turns up curl definition, separates curls, and reduces frizz on all curl types.<br>Uniquely formulated with wheat protein, an ingredient that penetrates the hair cuticle for stronger, healthier-looking hair. Styling with this gives you a soft, pliable hold and leaves a luminous shine sure to turn heads.</p><br>
<p>Benefits:</p>
<p>- Enhances curl definition and separates curls</p>
<p>- Dries quickly, does not flake and provides a luminous shine</p>
<p>- Provides soft, pliable hold while reducing frizz </p>
<p>- Free from parabens, paraffin, petrolatum, and mineral oil</p><br>
<p>Key ingredients:</p>
<p><b>- </b>Almond : nourishes hair and leaves a luminous shine<br><b>- </b>Avocado: strengthens the hair shaft, prevents breakage and provides intense moisture </p>
<p>- Olive Oil &amp; Vitamin B Complex: adds moisture and shine</p>",Design Essentials,Uncategorized,Styler,"CG Approved, Chemically Treated Hair, Curly Hair, Design Essentials, Frizz Free, Hair Primer, Mousse, Natural, Natural Hair, Organic, SALE, Soft hold, Styler, Sulfate - Free",true,Size,7.5 fl oz,,,,,,,,"",213.0,shopify,deny,manual,54.60,78.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0504/5187/3989/products/DesignEssentialsAlmond_AvocadoCurlEnhancingMousse.jpg?v=1603036620,1,Design Essentials Curl Enhancing Mousse,false,,"Design Essentials Natural Almond & Avocado Curl Enhancing Mousse
Your must-have styler for all curl types — from waves to coils. This lightweight, non-greasy mousse dries quickly to deliver defined, frizz-free curls with a soft, flexible hold and luminous shine. Formulated with Wheat Protein to strengthen from the inside out, this mousse enhances natural curl pattern, separates strands, and reduces frizz — all without flaking or crunch.",,,,,,,,,,,,,"Design Essentials offers a strong commitment to improving the look and feel of your hair by providing healthy hair styling products that address and satisfy your specific hair needs.<p>
With the understanding that there are a myriad of hair types by nature and that hair care is a very personal and emotional experience.<p>
Design Essentials products provide you with effective, professional-quality products that you can depend on to cleanse, condition, nourish, revitalize and restore your hair to its natural beauty.",Design Essentials,"1. Shampoo and condition hair.<br>
2. Apply mousse to wet hair and comb or finger through into desired style.<br>
3. Allow hair to dry naturally or use a diffuser. (Mousse will disappear as it dries.) <br>
4. Proceed to lift and style as desired.<br>","Deionized Water, Polyquaternium-11,Decyl Glucoside, Cetrimonium Chloride, PEG-12Dimethicone, Methyl Gluceth-10, Polysorbate-20,Fragrance, PEG-75 Lanolin, Phenoxyethanol, BenzoicAcid, Ethylhexylglycerin, Glycereth-2 Cocoate, CitricAcid, Hydrolyzed Wheat Protein, Prunus AmygdalusDulcis (Sweet Almond) Fruit Extract, PerseaGratissima (Avocado) Fruit Extract, ButyrospermumParkii (Shea) Leaf Extract, Olea Europaea (Olive) FruitExtract, Simmondsia Chinensis (Jojoba) Seed Extract,Theobroma Cocos Nucifera (Coconut) Fruit Extract,Aleuriteus Moluccanus (Kukui) Seed Fruit Extract,Panthenol, FD&C Yellow No. 5, FD&C Blue No. 5,Benzyl Benzoate, Linaloo",,,,,,,,,,,,,,,,,kg,,,active
shea-moisture-coconut-hibiscus-curl-enhancing-smoothie,Shea Moisture Coconut Hibiscus Curl Enhancing Smoothie,"<p>Shea Moisture’s Coconut &amp; Hibiscus Enhancing Smoothie is loaded with natural ingredients your curls will love! This conditioning smoothie is designed to protect, repair and moisturize your curls to a coveted silky perfection!</p>
<p><br> Enriched with natural ingredients like Coconut Oil &amp; Hibiscus Flower Extract, Shea Moisture’s Coconut &amp; Hibiscus Enhancing Curl Smoothie provides a soft hold to dry, unmanageable hair while providing intense moisturization to soften and detangle curls and coils. Silk Protein added to this nourishing formula makes your locks silky smooth while Neem Oil lends a stunning shine! Designed with thick and curly hair types in mind.</p>
<p><strong>Ingredients:</strong> Deionized Water, Butyrospermum Parkii (Shea Butter)*, Cocos Nucifera (Coconut ) Oil*, Macadamia Ternifolia Seed Oil, Magnifera indica (Mango) Seed Butter*, Persea Gratissima (Avacado) Oil, Vegetable Glycerin, Aloe Barbadensis Leaf Extract, Silk Protein, Ammonium Salt, Melia Azadiratcha (Neem) Seed Oil, Daucus Carota Sativa ( Carrot) Seed oil, Sorbitol Esters, Panthenol (Pro-Vitamin B-5), Caprylyl Glycol, Proprietary Essential Oil Blend, Lonicera Caprifolium (honeysuckle) Flower (and) Lonicera Japonica (Japanese Honeysuckle) Flower Extract, Tocopherol (Vitamin E), Hibiscus Flower Extract.<br> *Certified Organic Ingredient.</p>",Shea Moisture,,Styler,"CG Approved, Chemically Treated Hair, Curl Defining, Curl definition, Curl Enhancing, Curl Enhancing Smoothie, Curly Hair, Frizz Free, Hair Primer, Leave-in conditioner, Natural, Natural Hair, Organic, Protein Styler, Soft hold, Styler, Sulfate - Free",true,Size,12 fl oz,,,,,,,,SHM-CHCES-355,340.0,shopify,deny,manual,64.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0504/5187/3989/products/7.png?v=1605163675,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
shea-moisture-coconut-hibiscus-curl-enhancing-smoothie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0504/5187/3989/products/SheaMoistureCoconut_HibiscusCurlEnhancingSmoothie.jpg?v=1605163675,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shea-moisture-raw-shea-butter-deep-treatment-masque,Shea Moisture Raw Shea Butter Deep Treatment Masque,"<p>SheaMoisture Raw Shea Butter Deep Treatment Masque heals, grows, and strengthens hair. Our all-natural intense treatment masque deeply penetrates to moisturize and repair over-processed, dry, brittle or damaged hair. Sea kelp trace minerals detoxify hair follicles of impurities and residue. Argan oil restores shine and rebuilds hair elasticity. Shea butter deeply moisturizes and repairs damage to hair and scalp.</p>
<p><strong>Ingredients:</strong> Water, Cetyl Alcohol, Butyrospermum Parkii (Shea) Butter, Ricinus Communis (Castor) Seed Oil, Glycerin (Vegetable), Olea Europaea (Olive) Fruit Oil, Glyceryl Stearate Citrate, Cetearyl Alcohol, Panthenol, Aloe Barbadensis Leaf Juice, Argania Spinosa Kernel Oil, Persea Gratissima (Avocado) Oil, Hydrolyzed Vegetable Protein Pg-Propyl Silanetriol, Glyceryl Caprylate, Daucus Carota Sativa (Carrot) Seed Oil, Macrocystis Pyrifera (Kelp) Extract, Tocopherol, Behentrimonium Chloride, Triethyl Citrate, Caprylyl Glycol, Benzoic Acid, Fragrance (Essential Oil Blend)</p>",Shea Moisture,,Conditioner,"CG Approved, Chemically Treated Hair, Conditioner, Curly Hair, Deep Conditioner, Frizz Free, Hair Primer, Hair Repair, Hair Treatment, Moisturizing Treatment, Natural, Natural Hair, Organic, Protein Treatment, Shea Butter, Shea Butter Hair Treatment, Shea Moisture, Sulfate - Free, Transitioning Hair",true,Size,12 fl oz,,,,,,,,SHM-MRSDM-355,340.0,shopify,deny,manual,75.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0504/5187/3989/products/11.png?v=1605163833,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
shea-moisture-raw-shea-butter-deep-treatment-masque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0504/5187/3989/products/SheaMoistureRawSheaButterDeepTreatmentMasque.jpg?v=1605163833,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shea-moisture-jbco-treatment-masque,Shea Moisture Jamaican Black Castor Oil Strengthen Restore Treatment Masque,"<p>Shea Moisture Jamaican Black Castor Oil Strengthen, Grow and Restore Treatment Masque deeply conditions while restoring strength and resilience to damaged, brittle or chemically processed hair. Perfect for those who regularly color, straighten, chemically treat or heat style their hair, as well as kinky, curly or wavy natural styles.</p>
<p>This masque has been formulated with nutrient-rich Jamaican Black Castor Oil and certified organic Shea Butter to replenish moisture and soften while strengthening hair.</p>",Shea Moisture,,Conditioner,"bestseller, CG Approved, Chemically Treated Hair, Conditioner, Curly Hair, Deep Conditioner, Frizz Free, Hair Primer, Hair Treatment, Natural, Natural Hair, Organic, Shea Moisture, Sulfate - Free",true,Size,12 fl oz,,,,,,,,SHM-JBOTM-355,340.0,shopify,deny,manual,65.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0504/5187/3989/products/6.png?v=1605163722,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
shea-moisture-jbco-treatment-masque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0504/5187/3989/products/SheaMoistureJamaicanBlackCastorOilStrengthen_RestoreTreatmentMasque.jpg?v=1605163722,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shea-moisture-jbco-conditioner,Shea Moisture Jamaican Black Castor Oil Conditioner,"<p>SheaMoisture Jamaican Black Castor Oil Strengthen &amp; Restore Conditioner detangles and restores moisture without weighing hair down. Jamaican Black Castor Oil is perfect for those who regularly color, straighten or perm their hair.</p>
<p>This rinse-out conditioner has been formulated with Jamaican Black Castor Oil and certified organic Shea Butter to nourish and strengthen damaged, brittle hair, reducing the appearance of breakage and shedding.</p>
<p>Peppermint Oil helps stimulate circulation to promote healthy hair growth, leaving hair shiny and fully rejuvenated.</p>
<p><strong> Benefits: </strong></p>
<ul>
<li>Nourishes and strengthens damaged, brittle hair, reducing the appearance of breakage and shedding</li>
<li>Designed for natural, chemically processed, heat styled hair types and textures</li>
<li>Restores moisture without weighing hair down</li>
<li>Leaves hair shiny and fully rejuvenated</li>
<li>Lightweight conditioner that detangles</li>
</ul>",Shea Moisture,,Conditioner,"CG Approved, Chemically Treated Hair, Conditioner, Curly Hair, Frizz Free, Hair Primer, Natural, Natural Hair, Shea Moisture, Sulfate - Free",true,Size,13 fl oz,,,,,,,,SHM-JBCOC-384,369.0,shopify,deny,manual,65.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0504/5187/3989/products/SheaMoistureJamaicanBlackCastorOilConditioner.jpg?v=1603037545,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0504/5187/3989/products/SheaMoistureJamaicanBlackCastorOilConditioner.jpg?v=1603037545,kg,,,active
shea-moisture-jbco-shampoo,Shea Moisture Jamaican Black Castor Oil Shampoo,"<p>Shea Moisture Jamaican Black Castor Oil Strengthen and Restore Shampoo provides moisture to natural, chemically processed, color treated and heat styled hair. Its clarifying, sulfate-free formula nourishes, strengthens and removes product build-up to reduce hair breakage, shedding and to promote hair growth. Infused with apple cider vinegar and shea butter to aid in regulating and balancing pH levels on the scalp for soft, shiny hair. Gentle enough for everyday use.</p>
<p><strong> Ingredients:</strong> Water (Aqua), Decyl Glucoside, Sodium Lauroyl Lactylate, Glycerin, Hydrolyzed Rice Protein, Panthenol, Hydrolyzed Vegetable Protein PG-Propyl Silanetriol, Guar Hydroxypropyltrimonium Chloride, Butyrospermum Parkii (Shea) Butter*, Fragrance (Essential Oil Blend), Ricinus Communis (Castor) Seed Oil, Mauritia Flexuosa Fruit Oil, Tocopherol, Aloe Barbadensis Leaf Juice*, Vinegar, Acetyl Tetrapeptide-3, Niacin, Dextran, Trifolium Pratense (Clover) Flower Extract, Caprylhydroxamic Acid, Caprylyl Glycol, Butylene Glycol, Caramel, Mentha Piperita (Peppermint) Leaf Extract *Certified Organic Ingredient</p>",Shea Moisture,,Shampoo & Cleanser,"bestseller, Castor Oil, CG Approved, Cleansing, Coloured Hair, Curly Hair, Jamaican Black Castor Oil, JBCO, Natural, Natural Hair, Shampoo, Shea Moisture, Sulfate - Free",true,Size,13 fl oz,,,,,,,,SHM-JBCOS-384,0.0,shopify,deny,manual,60.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0504/5187/3989/products/SheaMoistureJamaicanBlackCastorOilShampoo.jpg?v=1603037572,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,active
kinky-curly-knot-today,Kinky-Curly Knot Today Leave-In Conditioner & Detangler,"<p>Cult-favorite detangler and leave-in for curls that knot easily.</p>
<p><br>This lightweight herbal conditioner works as a rinse-out or leave-in to smooth the cuticle<br>and remove knots painlessly. It’s ideal for thick curly textured hair, tender-headed kids and<br>sensitive curls.</p>
<p><strong>Key Benefits:</strong></p>
<ul>
<li>Herbal formula with slippery elm</li>
<li>Superior slip. Glides through tangles effortlessly</li>
<li>Use as leave-in or raise-out</li>
<li>Great for detangling kids' curls</li>
<li>Sulphate and silicone-free </li>
</ul>",Kinky-Curly,Uncategorized,Moisturizers & Leave - Ins,"bestseller, Bestsellers, BS2022, CG Approved, Chemically Treated Hair, Curly Hair, Curly Kid products, Detangler, Detangling, Frizz Free, Hair Primer, High Porosity, Kid Safe, Kids, kids safe, Kinky Curly, Kinky Curly Knot Today, Knot Today, Leave In, Low Porosity, Low Porosity Essentials, Moisture Rich, Mummy & Me Edit, Natural, Natural Hair, Sulfate - Free, The Mummy & Me Edit, Transitioning Hair",true,Size,8 fl oz,,,,,,,,KIC-KTLD-237,440.0,shopify,deny,manual,85.00,,true,true,,,,,'689076885287,https://cdn.shopify.com/s/files/1/0504/5187/3989/products/KinkyCurlyKnotToday.jpg?v=1603038162,1,Kinky-Curly Knot Today Leave-In Conditioner & Detangler,false,,,,,,,,,,,,,,,"Kinky-Curly hair products are formulated to add moisture, give hold without drying hair out and also offer protection from the elements. <br>The award winning Knot Today has become a holy grail for many with it's lightweight but super hydrating formula, perfect for all hair textures.",Kinky-Curly,"On freshly washed hair, apply Kinky-Curly Knot Today. Be sure to apply on tangled areas for easy detangling.","Organic Mango Fruit Extract, Organic Slippery Elm, Organic Marshmallow Root, Organic Lemongrass, Cetyl Alcohol, Behentrimonium Methosulfate, Citric Acid, Phenoxyethanol and Natural Fragrance.",,'1,,,,,,,,,,uncle-funkys-daughter-midnite-train; treluxe-hi-definition™-curl-enhancer-styling-gel; kinky-curly-curling-custard; camille-rose-curl-maker,"",only manual,,,kg,,34.13,active
kinky-curly-curling-custard,Kinky-Curly Curling Custard,"<p><span>Behind the look on In Her Mirror </span><span>— </span><span>the stylers used to shape her defined, glossy, camera-ready curls</span></p>
<p>A best-seller for curl definition without flaking.</p>
<p><br>This advanced botanical gel combines moisture, shine and hold to elongate and define curls<br>in one go. Curling Custard will bring out the natural curl or wave pattern you never knew<br>you had!</p>
<p><br>Works beautifully with Knot Today for a complete styling system.</p>
<p><strong>Key Benefits:</strong></p>
<ul>
<li>Long-lasting curl definition</li>
<li>No flakes or crunch</li>
<li>Great curl elongation</li>
<li>Natural ingredients</li>
<li>Best result on soaking wet hair </li>
</ul>",Kinky-Curly,Uncategorized,Styler,"Best seller, bestseller, Bestsellers, CG Approved, Chemically Treated Hair, Colour Treated Hair, Curl Defining, Curling Custard, Curly Hair, Kinky Curly, Natural, Natural Gel, Natural Hair, Organic, Strong Hold, Strong Hold Gel, Styler, Styling, Sulfate - Free, Summer Curl Edit",true,Size,8 fl oz,,,,,,,,KIC-CUCC-237,440.0,shopify,deny,manual,110.00,,true,true,,,,,'689076195782,https://cdn.shopify.com/s/files/1/0504/5187/3989/products/KinkyCurlyCurlingCustard.jpg?v=1603038123,1,Kinky-Curly Curling Custard,false,,"Kinky-Curly Curling Custard - The best strong hold curl defining custard that provides long lasting definition, curl elongation, & adds moisture & shine to curls",,,,,,,,,,,,,"Kinky-Curly hair products are formulated to add moisture, give hold without drying hair out and also offer protection from the elements. <br>The award winning Knot Today has become a holy grail for many with it's lightweight but super hydrating formula, perfect for all hair textures.",Kinky-Curly,"This high performance product is very concentrated so a little goes a long way.<br>
<strong>Pro Tip:</strong> For best results apply CURLING CUSTARD TM to soaking wet, freshly washed hair using the praying hands, raking or scrunching technique.","Botanical Infusion of Water, Horsetail, Chamomile, Nettle and Marshmallow, Organic Aloe Vera Juice, Agave Nectar Extract, Tocopheryl Acetate (Vitamin E), Pectin, Citric Acid, Potassium Sorbate and Natural Fragrance.",,,,,,,,,,,,kinky-curly-knot-today; camille-rose-curl-maker,"",only manual,,,kg,,48.81,active
kinky-curly-come-clean-shampoo,Kinky-Curly Come Clean Shampoo,"<p>You know all the grimy stuff you've put on your hair. Here's your chance to COME CLEAN TM.</p><br>
<p><strong>NEW &amp; IMPROVED</strong> Formula with Phytic Acid - a natural chelating agent that removes hard water minerals such as calcium &amp; magnesium. An all natural replacement for EDTA derived from soy &amp; corn, it wlll soften hard water, rinse cleaner and prevent hard water buildup on your hair.</p><br>
<p>The exclusive blend of Mandarin Orange extract will gently clean your hair and scalp of dulling buildup while Sea Kelp will help maintain its proper moisture balance.</p><br>
<p>This Sulfate Free shampoo is perfect for dry damaged hair and gentle enough for everyday use.</p>",Kinky-Curly,Uncategorized,Shampoo & Cleanser,"Bestsellers, CG Approved, Chelating Shampoo, Chlorine, clarifying, Clarifying Shampoo, Cleansing, Coloured Hair, Curly Hair, curlygirlapproved, Dry & Itchy Scalp Care, Hard Water, Hard Water Cleanser, Hard Water Shampoo, Kinky Curly, Low Porosity Essentials, Natural, Natural Hair, Shampoo, Sulfate - Free",true,Size,8 fl oz,,,,,,,,KIC-CURS-237,440.0,shopify,deny,manual,80.00,,true,true,,,,,'689076195188,https://cdn.shopify.com/s/files/1/0504/5187/3989/products/KinkyCurlyComeCleanShampoo.jpg?v=1603038080,1,Kinky-Curly Come Clean Shampoo,false,,Kinky-Curly Come Clean Shampoo: Discover a gentle chelating shampoo that removes hard water mineral deposits from hair & scalp. Perfect for dry & damaged hair,,,,,,,,,,,,,"Kinky-Curly hair products are formulated to add moisture, give hold without drying hair out and also offer protection from the elements. <br>The award winning Knot Today has become a holy grail for many with it's lightweight but super hydrating formula, perfect for all hair textures.",Kinky-Curly,Massage product onto wet hair and scalp. Rinse well. Follow with Knot Today Conditioner.,"Purified Water, Organic Mandarin Orange Fruit, Organic Marigold Flower, Organic White Willow Bark, Organic Sea Kelp, C14-16 Olefin Sulfonate and Cocamidopropyl Betaine (Coconut Derived), Phytic Acid, Citric Acid, Sea Salt, Phenoxyethanol and Natural Fragrance.",,,,,,,,,,,,kinky-curly-stellar-strands; camille-rose-curl-maker,"",only manual,,,kg,,24.22,active
